Open,High,Low,Close,Volume,MarketCap,Date
288.6400146484,293.0520019531,287.7059936523,292.6860046387,16032300,4222888242.3,"2015-07-26"
280.449005127,283.0320129395,277.5289916992,282.6140136719,17722200,4084832102.5,"2015-08-02"
279.7420043945,279.9280090332,260.7099914551,260.9970092773,58533000,3778049023.65,"2015-08-08"
265.5289916992,266.6669921875,261.2959899902,261.550994873,19321100,3792757589.77,"2015-08-15"
235.3549957275,236.4320068359,231.7239990234,232.5690002441,23173800,3377704243.05,"2015-08-21"
224.7010040283,235.2189941406,220.925994873,231.3959960938,31336600,3366649822.8,"2015-08-28"
229.324005127,229.6049957275,226.6670074463,227.1829986572,17482000,3310618587.92,"2015-09-03"
238.3359985352,241.2929992676,235.7910003662,238.4770050049,21215500,3481466103.75,"2015-09-10"
230.25,231.2149963379,227.4019927979,229.091003418,20144200,3349613965.58,"2015-09-16"
226.9689941406,232.3860015869,225.1170043945,230.6179962158,25009300,3376737583.25,"2015-09-22"
239.0160064697,239.8020019531,235.9279937744,236.68699646,22691300,3471967520.18,"2015-09-29"
238.1470031738,240.3829956055,237.0350036621,240.3829956055,23335900,3531508720.03,"2015-10-05"
246.875,247.453994751,245.1790008545,245.3079986572,17388300,3609927997.2,"2015-10-12"
270.9070129395,271.6679992676,260.7770080566,261.6430053711,22434300,3856061828.62,"2015-10-18"
281.4450073242,294.0589904785,281.4450073242,283.6799926758,45717100,4188180600,"2015-10-25"
328.5119934082,332.7770080566,309.2510070801,314.1659851074,48598100,4645486246.35,"2015-10-31"
374.2690124512,390.5859985352,372.433013916,386.4819946289,56625100,5725035162.4,"2015-11-07"
338.4979858398,340.9140014648,326.075012207,336.7529907227,52003000,4996160115.07,"2015-11-13"
326.4110107422,326.4729919434,312.217010498,322.0220031738,53152900,4786301542.05,"2015-11-20"
328.3030090332,366.7569885254,328.2290039063,352.6839904785,106105000,5250750574.9,"2015-11-26"
361.8450012207,362.2319946289,349.4649963379,359.1870117188,54160500,5355891235.05,"2015-12-02"
414.4410095215,423.1199951172,406.2909851074,417.5629882813,90917200,6238015413.3,"2015-12-09"
443.8779907227,465.3210144043,443.8779907227,465.3210144043,83121104,6963784691.55,"2015-12-15"
437.4360046387,443.6879882813,435.5159912109,436.5719909668,50840400,6545633139,"2015-12-22"
423.3429870605,429.7690124512,418.4809875488,422.2789916992,49638600,6341733237.12,"2015-12-28"
430.0610046387,434.516998291,429.0840148926,433.091003418,38477500,6515713340.43,"2016-01-04"
448.2380065918,448.3089904785,440.3510131836,447.9909973145,35995900,6750440385.75,"2016-01-10"
387.1520080566,390.9649963379,380.092010498,382.2990112305,45319600,5770478450.85,"2016-01-17"
382.4339904785,394.5429992676,381.9809875488,387.4909973145,56247400,5858059876.18,"2016-01-23"
378.8649902344,380.9169921875,376.4909973145,378.2550048828,30284400,5729296095.75,"2016-01-30"
388.8980102539,391.0939941406,385.5719909668,386.5490112305,43825000,5865136968.17,"2016-02-05"
382.1140136719,383.1300048828,376.3989868164,379.6539916992,74375600,5770550973,"2016-02-11"
416.5719909668,425.9960021973,415.6380004883,422.3729858398,76752600,6431547586.27,"2016-02-18"
420.9559936523,425.549987793,413.9070129395,424.9549865723,67743696,6479395123.75,"2016-02-24"
435.1310119629,435.9169921875,423.9890136719,423.9890136719,74955296,6475329603.6,"2016-03-02"
414.4649963379,416.2430114746,411.0939941406,413.9719848633,70311696,6331422308.9,"2016-03-08"
416.3880004883,418.1310119629,414.9849853516,416.8299865723,66781700,6386304533.75,"2016-03-15"
413.4179992676,413.4179992676,410.3810119629,413.3070068359,61655400,6341110984.12,"2016-03-21"
426.5480041504,426.8569946289,423.2929992676,424.2309875488,68522800,6519889575.48,"2016-03-28"
421.1730041504,421.5799865723,419.6969909668,420.9039916992,38053700,6477828308.6,"2016-04-03"
419.592010498,422.4349975586,419.2569885254,421.5639953613,73478600,6499536743.7,"2016-04-10"
429.575012207,432.625,428.9840087891,430.5719909668,39392800,6648182380.2,"2016-04-16"
449.6879882813,449.8099975586,444.1499938965,445.7369995117,58804400,6892364370.45,"2016-04-22"
449.407989502,455.3840026855,446.016998291,455.0969848633,49258500,7048201013.25,"2016-04-29"
446.7109985352,448.5060119629,445.8829956055,447.9760131836,50440800,6948331748,"2016-05-05"
452.4469909668,454.949005127,449.25,454.7659912109,59849300,7065960832.45,"2016-05-12"
453.6910095215,455.9979858398,453.2990112305,454.6189880371,86850096,7073564772.18,"2016-05-18"
446.0620117188,450.2980041504,446.0620117188,449.5989990234,65231000,7007360094.2,"2016-05-25"
